"","V1","V2","V3","V4","V5"
"68",0.153846153846154,0.215384615384615,0.215384615384615,0.184615384615385,0.230769230769231
"69",0.241935483870968,0.161290322580645,0.17741935483871,0.225806451612903,0.193548387096774
"70",0.225806451612903,0.193548387096774,0.17741935483871,0.17741935483871,0.225806451612903
"71",0.2,0.181818181818182,0.236363636363636,0.181818181818182,0.2
"72",0.196428571428571,0.178571428571429,0.232142857142857,0.196428571428571,0.196428571428571
"73",0.214285714285714,0.178571428571429,0.178571428571429,0.214285714285714,0.214285714285714
"74",0.213114754098361,0.19672131147541,0.19672131147541,0.180327868852459,0.213114754098361
"75",0.225352112676056,0.169014084507042,0.183098591549296,0.197183098591549,0.225352112676056
"76",0.236363636363636,0.2,0.181818181818182,0.2,0.181818181818182
"77",0.161290322580645,0.241935483870968,0.258064516129032,0.17741935483871,0.161290322580645
"78",0.216666666666667,0.216666666666667,0.183333333333333,0.166666666666667,0.216666666666667
"79",0.196428571428571,0.178571428571429,0.196428571428571,0.214285714285714,0.214285714285714
"80",0.203125,0.1875,0.21875,0.203125,0.1875
"81",0.183333333333333,0.166666666666667,0.233333333333333,0.183333333333333,0.233333333333333
"82",0.192982456140351,0.210526315789474,0.245614035087719,0.175438596491228,0.175438596491228
"83",0.186440677966102,0.220338983050847,0.186440677966102,0.169491525423729,0.23728813559322
"84",0.186440677966102,0.186440677966102,0.203389830508475,0.203389830508475,0.220338983050847
"85",0.210526315789474,0.210526315789474,0.210526315789474,0.175438596491228,0.192982456140351
"86",0.181818181818182,0.181818181818182,0.196969696969697,0.196969696969697,0.242424242424242
"87",0.2,0.2,0.2,0.218181818181818,0.181818181818182
"88",0.181818181818182,0.2,0.2,0.218181818181818,0.2
"89",0.186666666666667,0.186666666666667,0.173333333333333,0.213333333333333,0.24
"90",0.203389830508475,0.203389830508475,0.23728813559322,0.169491525423729,0.186440677966102
"91",0.184615384615385,0.261538461538462,0.230769230769231,0.169230769230769,0.153846153846154
"92",0.257575757575758,0.196969696969697,0.196969696969697,0.166666666666667,0.181818181818182
"93",0.192982456140351,0.192982456140351,0.245614035087719,0.175438596491228,0.192982456140351
"94",0.210526315789474,0.175438596491228,0.210526315789474,0.210526315789474,0.192982456140351
"95",0.19047619047619,0.206349206349206,0.19047619047619,0.19047619047619,0.222222222222222
"96",0.220338983050847,0.169491525423729,0.186440677966102,0.23728813559322,0.186440677966102
"97",0.218181818181818,0.218181818181818,0.2,0.181818181818182,0.181818181818182
"98",0.192982456140351,0.210526315789474,0.210526315789474,0.192982456140351,0.192982456140351
"99",0.245901639344262,0.213114754098361,0.180327868852459,0.180327868852459,0.180327868852459
